"","999
075","4","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
095","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
096","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","16","4.000","75.0",".",".",".",".",".","",".","18.8","",".",".","",".",".","6.3",".",".","."
"NURSING
692","Dept. Total","2273","3.754","46.8","23.3","3.1","0.5","0.1","0.0","",".","1.8","",".","23.1","",".","0.7","0.3",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","86","3.749","66.3","26.7","4.7",".","1.2","1.2","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","44","3.795","63.6","25.0","9.1",".",".",".","",".",".","",".","2.3","",".",".",".",".",".","."
"Junior","","323","3.784","48.0","26.6","2.8","0.6",".",".","",".",".","",".","21.7","",".",".",".",".",".","."
"Senior","","1446","3.697","37.9","25.6","3.1","0.6","0.1",".","",".","0.1","",".","31.4","",".","1.0","0.1",".","0.1","."
"Undergraduates","","1899","3.717","41.5","25.8","3.3","0.5","0.2","0.1","",".","0.1","",".","27.6","",".","0.7","0.1",".","0.1","."
"Special","","15","3.829","66.7","33.3",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","358","3.907","74.0","9.8","2.5","0.3",".",".","",".","11.2","",".",".","",".","0.8","1.4",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2273","3.754","46.8","23.3","3.1","0.5","0.1","0.0","",".","1.8","",".","23.1","",".","0.7","0.3",".","0.1","."
