"EDU","","","","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","","","","","","","","","","","","","","","","","","","","","","",""
"INTEGSCI
503","Dept. Total","351","3.879","80.6","8.5","2.0","0.6","0.6","0.6","",".","4.6","",".","2.0","",".","",".","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"503
INTEGSCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","193","3.835","81.9","12.4","2.6","1.0","1.0","1.0","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","83","3.934","90.4","7.2","2.4",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","25","4.000","96.0",".",".",".",".",".","",".",".","",".",".","",".","",".","4.0",".",".","."
"Senior","","23","4.000","95.7",".",".",".",".",".","",".",".","",".",".","",".","",".","4.3",".",".","."
"Undergraduates","","324","3.878","86.1","9.3","2.2","0.6","0.6","0.6","",".",".","",".",".","",".","",".","0.6",".",".","."
"Graduate","","27","4.000","14.8",".",".",".",".",".","",".","59.3","",".","25.9","",".","",".",".",".",".","."
"","Dept. Total","351","3.879","80.6","8.5","2.0","0.6","0.6","0.6","",".","4.6","",".","2.0","",".","",".","0.6",".",".","."
