"ALS","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","264","3.606","54.5","14.8","11.4","1.9","3.8","0.8","",".","4.9","",".",".","",".","6.4","0.4","0.8","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.290","28.6","33.3","19.0","9.5","9.5",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","42","3.558","61.9","14.3","14.3","2.4","4.8","2.4","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","39","3.540","64.1","15.4","7.7","5.1","7.7",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","91","3.689","65.9","15.4","14.3",".","3.3","1.1","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","193","3.572","60.6","17.1","13.5","2.6","5.2","1.0","",".",".","",".",".","",".",".",".",".",".","."
"Special","","3","***","","","","","","","","","","","",".","",".",".",".",".","33.3","."
"Graduate","","68","3.830","38.2","8.8","4.4",".",".",".","",".","19.1","",".",".","",".","25.0","1.5","2.9",".","."
"","Dept. Total","264","3.606","54.5","14.8","11.4","1.9","3.8","0.8","",".","4.9","",".",".","",".","6.4","0.4","0.8","0.4","."
