"","999
017","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
022","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
038","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","19","4.000","89.5",".",".",".",".",".",".",".","",".",".","",".","",".","10.5",".",".","."
"L I S
544","Dept. Total","1005","3.803","75.5","15.6","4.1","1.2","0.9","0.2","0.7","0.5","",".",".","",".","",".","1.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.566","50.0","28.6","14.3","3.6","3.6",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","51","3.694","68.6","21.6","2.0","5.9",".",".","2.0",".","",".",".","",".","",".",".",".",".","."
"Junior","","87","3.666","69.0","14.9","9.2","1.1","2.3","1.1","2.3",".","",".",".","",".","",".",".",".",".","."
"Senior","","130","3.712","70.0","15.4","7.7","2.3","1.5",".","1.5","1.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","","296","3.680","67.6","17.6","7.8","2.7","1.7","0.3","1.7","0.7","",".",".","",".","",".",".",".",".","."
"Special","","30","3.610","56.7","23.3","3.3","3.3","3.3","3.3",".","3.3","",".",".","",".","",".","3.3",".",".","."
"Graduate","","678","3.878","79.8","14.5","2.5","0.4","0.4",".","0.3","0.3","",".",".","",".","",".","1.8",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1005","3.803","75.5","15.6","4.1","1.2","0.9","0.2","0.7","0.5","",".",".","",".","",".","1.3",".",".","."
