"L&S","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTUGSection","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"SPANISH
Dept. Total
912","2154","3.575","54.3","21.1","16.1","2.4","2.8","0.5","0.7","1.3","0.0",".","",".","0.4","0.1","0.0","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","582","3.660","58.6","22.5","14.9","2.2","1.2","0.2","0.3",".",".",".","",".",".",".",".",".","."
"Sophomore","521","3.565","51.1","25.3","16.9","3.3","2.5","0.4","0.6",".",".",".","",".",".",".",".",".","."
"Junior","441","3.438","46.7","23.1","21.3","2.0","4.3","0.7","1.8",".",".",".","",".",".",".",".",".","."
"Senior","518","3.577","59.7","16.4","14.5","2.5","3.9","0.8","0.6","0.8",".",".","",".",".","0.6","0.2","0.2","."
"Undergraduates","2062","3.570","54.4","21.8","16.7","2.5","2.9","0.5","0.8","0.2",".",".","",".",".","0.1","0.0","0.0","."
"Special","7","2.905","28.6","28.6",".",".","14.3","14.3",".",".",".",".","",".",".",".",".","14.3","."
"Graduate","81","3.935","51.9","2.5","2.5",".",".",".",".","30.9","1.2",".","",".","11.1",".",".",".","."
"Prof Yr 2","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","4","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","2154","3.575","54.3","21.1","16.1","2.4","2.8","0.5","0.7","1.3","0.0",".","",".","0.4","0.1","0.0","0.1","."
