"Tech:Computer-Based Bus Sys","371
001","","28","3.732","57.1","32.1","10.7",".","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Computer-Based Data Mgt","422
002","","40","3.750","60.0","32.5","5.0","2.5","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Computer-Based Data Mgt","722
002","","2","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"INFO SYS
234","Dept. Total","","70","3.750","60.0","31.4","7.1","1.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","22","3.705","50.0","40.9","9.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","41","3.744","61.0","29.3","7.3","2.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","65","3.731","56.9","33.8","7.7","1.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","70","3.750","60.0","31.4","7.1","1.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
