"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","320
001","66","2.585","18.2","12.1","21.2","9.1","19.7","13.6","4.5","1.5",".",".",".",".",".",".",".","."
"","002
320","104","3.188","31.7","15.4","30.8","12.5","5.8","2.9","1.0",".",".",".",".",".",".",".",".","."
"","320
003","55","3.055","30.9","21.8","20.0","7.3","10.9","5.5","3.6",".",".",".",".",".",".",".",".","."
"","004
320","113","3.013","25.7","17.7","18.6","18.6","14.2","3.5","0.9",".",".",".",".",".","0.9",".",".","."
"","320
005","68","3.066","38.2","11.8","27.9","1.5","7.4","10.3","2.9",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","406","3.004","28.8","15.8","23.9","11.1","11.3","6.4","2.2","0.2",".",".",".",".","0.2",".",".","."
"Appl Mathematical Analysis","321
001","98","2.701","16.3","19.4","16.3","15.3","18.4","10.2","3.1","1.0",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","25","2.848","20.0","20.0","20.0","8.0","8.0","16.0",".",".",".",".",".",".","8.0",".",".","."
"","340
001","155","2.912","31.6","7.1","19.4","18.1","13.5","7.7","1.9",".",".",".",".",".",".","0.6",".","."
"","340
002","178","3.093","32.6","14.0","23.6","7.9","18.0","3.4","0.6",".",".",".",".",".",".",".",".","."
"","003
340","116","2.599","13.8","15.5","22.4","19.8","9.5","14.7","4.3",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","449","2.903","27.4","12.0","21.8","14.5","14.3","7.8","2.0",".",".",".",".",".",".","0.2",".","."
"","341
001","26","2.577","30.8","7.7","19.2",".","11.5","26.9","3.8",".",".",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","Page 274 of 420",""
