"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","221
002","230","2.770","20.9","10.0","34.3","6.1","14.8","8.3","4.8",".",".",".",".",".","0.9",".",".","."
"","003
221","287","2.848","26.8","7.7","32.4","1.7","21.6","4.9","4.5",".",".",".",".",".","0.3",".",".","."
"","221
004","290","2.855","27.2","7.6","32.8","4.1","15.9","8.6","3.4","0.3",".",".",".",".",".",".",".","."
"","006
221","286","2.826","24.5","9.8","31.5","6.3","13.3","8.7","4.2",".",".",".",".",".","1.4",".",".","0.3"
"","221
007","256","2.676","19.5","6.3","33.6","8.6","16.4","9.4","5.1",".",".",".",".",".","1.2",".",".","."
"Calculus&Analytic Geometry 1","Course Total","1655","2.798","24.5","8.1","32.5","5.4","16.3","8.0","4.5","0.1",".",".",".",".","0.6",".",".","0.1"
"","001
222","242","2.990","28.5","7.9","31.8","10.7","14.9","2.9","2.5",".",".",".",".",".",".","0.4",".","0.4"
"","002
222","146","2.798","28.8","6.8","24.7","10.3","19.2","2.7","7.5",".",".",".",".",".",".",".",".","."
"","222
003","303","3.053","38.6","6.6","27.4","6.6","11.9","4.3","4.3",".",".",".",".",".",".",".",".","0.3"
"","004
222","263","3.176","42.2","6.1","26.2","5.7","12.2","4.2","1.5",".",".",".",".",".","1.5",".",".","0.4"
"Calculus&Analytic Geometry 2","Course Total","954","3.031","35.5","6.8","27.8","8.0","13.8","3.7","3.6",".",".",".",".",".","0.4","0.1",".","0.3"
"","228
013","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
015","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
053","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
054","14","3.643","57.1","21.4","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","62","3.919","90.3","4.8","3.2","1.6",".",".",".",".",".",".",".",".",".",".",".","."
"","001
234","264","3.234","34.1","6.1","39.8","11.7","8.0",".",".",".",".",".",".",".","0.4",".",".","."
"","002
234","280","2.986","27.9","12.1","26.1","10.7","17.5","4.6","1.1",".",".",".",".",".",".",".",".","."
"","003
234","299","3.126","32.8","14.0","23.7","11.7","13.7","2.3","1.0","0.3",".",".",".",".","0.3",".",".","."
"","004
234","180","3.185","41.7","10.6","22.2","7.2","11.1","4.4","1.7",".",".",".",".",".","1.1",".",".","."
"","005
234","300","3.000","26.7","16.3","24.7","11.7","14.0","4.0","2.3",".",".",".",".",".","0.3",".",".","."
"Calc--Functns of Variables","Course Total","1323","3.097","31.8","12.1","27.4","10.9","13.1","3.0","1.2","0.1",".",".",".",".","0.4",".",".","."
"","240
001","67","3.299","31.3","22.4","26.9","13.4","6.0",".",".",".",".",".",".",".",".",".",".","."
"","240
002","40","3.128","20.0","25.0","25.0","20.0","5.0","2.5",".",".",".",".",".",".","2.5",".",".","."
"","003
240","37","3.083","16.2","8.1","54.1","13.5","5.4",".",".",".",".",".",".",".","2.7",".",".","."
"Intro to Discrete Mathematics","Course Total","144","3.197","24.3","19.4","33.3","15.3","5.6","0.7",".",".",".",".",".",".","1.4",".",".","."
"","309
001","19","3.026","26.3","21.1","10.5","15.8","26.3",".",".",".",".",".",".",".",".",".",".","."
"","309
002","20","3.250","45.0","15.0","15.0","5.0","15.0","5.0",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","39","3.141","35.9","17.9","12.8","10.3","20.5","2.6",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
001","8","3.000","37.5","12.5","12.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","319
001","66","3.379","54.5","6.1","28.8",".","6.1",".","4.5",".",".",".",".",".",".",".",".","."
