"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3804","3.640","56.6","18.2","11.8","4.0","2.1","0.2","0.0","1.6","",".","5.2","0.0","0.1","0.1",".","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","85","3.376","49.4","11.8","12.9","16.5","9.4",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","31","3.434","48.4","19.4","22.6","3.2","3.2","3.2",".",".","",".",".",".",".",".",".",".","."
"Junior","","122","3.484","54.9","17.2","13.9","5.7","5.7","2.5",".",".","",".",".",".",".",".",".",".","."
"Senior","","178","3.491","55.6","14.6","19.1","3.9","4.5","1.7","0.6",".","",".",".",".",".",".",".",".","."
"Undergraduates","","416","3.467","53.6","15.1","16.6","7.0","5.8","1.7","0.2",".","",".",".",".",".",".",".",".","."
"Special","","4","***","","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","","260","3.899","45.8","6.2","0.4",".",".",".",".","20.8","",".","25.4",".","1.2","0.4",".",".","."
"Prof Yr 1","","662","3.599","65.7","17.2","11.6","3.8","1.7",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","1094","3.589","50.1","20.2","9.9","5.0","2.5",".",".",".","",".","12.1","0.1",".","0.1",".",".","."
"Prof Yr 3","","1250","3.623","48.6","20.4","14.9","3.2","1.1",".",".","0.4","",".",".",".","11.1","0.1",".","0.1","0.1"
"Prof Yr 4","","258","3.859","84.5","9.3","3.5","0.8","1.2","0.8",".",".","",".",".",".",".",".",".",".","."
"Professionals","","3264","3.657","55.4","18.8","11.6","3.7","1.7","0.1",".","0.2","",".","4.0","0.0","4.3","0.1",".","0.0","0.0"
"","College Total","3944","3.640","54.6","17.6","11.4","3.9","2.0","0.2","0.0","1.5","",".","5.0","0.0","3.6","0.1",".","0.0","0.0"
