"EDU","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED ARTS","Section","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Studio Seminar","110
001","","43","4.000","100.0",".",".",".","","",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"Interdis Artist in Res Studio","310
001","","3","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Intro Arts Entrepreneurship","320
001","","14","3.727","42.9","28.6","7.1",".","","",".","",".","",".","7.1",".","",".",".","",".","","7.1","7.1",".","."
"Special Topics Integrated Arts","330
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"INTEGART
495","Dept. Total","","64","3.864","84.4","6.3","3.1","",".","",".","",".","",".","3.1","",".",".","",".","",".","1.6","1.6",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","33","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","","10","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","","4","***","","","","","","","","","","","","","","",".","",".","",".","25.0",".",".","."
"Senior","","","12","3.650","41.7","25.0","16.7","",".","",".","",".","",".","8.3","",".",".","",".","",".",".","8.3",".","."
"Undergraduates","","","59","3.854","84.7","6.8","3.4","",".","",".","",".","",".","1.7","",".",".","",".","",".","1.7","1.7",".","."
"Special","","","4","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","","1","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","","64","3.864","84.4","6.3","3.1","",".","",".","",".","",".","3.1","",".",".","",".","",".","1.6","1.6",".","."
