"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"Intro to Data Modeling I","240
001","65","3.254","40.0","20.0","20.0","9.2","4.6","3.1","3.1",".",".",".",".",".",".",".",".","."
"","301
001","139","2.996","22.3","15.1","28.8","15.8","13.7","4.3",".",".",".",".",".",".",".",".",".","."
"","301
002","132","2.775","18.9","15.2","18.9","14.4","24.2","5.3","2.3",".",".",".",".",".","0.8",".",".","."
"","301
003","131","2.893","19.8","19.1","16.8","13.0","29.0","2.3",".",".",".",".",".",".",".",".",".","."
"Intro-Statistical Methods","Course Total","402","2.890","20.4","16.4","21.6","14.4","22.1","4.0","0.7",".",".",".",".",".","0.2",".",".","."
"Acc Intro to Stat Meth","302
001","112","2.795","20.5","18.8","20.5","13.4","15.2","6.3","5.4",".",".",".",".",".",".",".",".","."
"","303
001","35","3.514","48.6","22.9","17.1","5.7","5.7",".",".",".",".",".",".",".",".",".",".","."
"","002
303","45","3.533","57.8","15.6","15.6","6.7","2.2",".","2.2",".",".",".",".",".",".",".",".","."
"","303
003","47","3.872","87.2","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","004
303","47","3.819","83.0","6.4","6.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"R for Statistics I","Course Total","174","3.698","70.7","11.5","10.3","4.0","2.9",".","0.6",".",".",".",".",".",".",".",".","."
"","304
001","27","3.904","85.2","3.7","7.4",".",".",".",".",".",".",".",".",".",".",".",".","3.7"
"","304
002","20","3.750","70.0","15.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","304
003","41","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
004","44","3.966","93.2","6.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"R for Statistics II","Course Total","132","3.931","90.2","5.3","3.0","0.8",".",".",".",".",".",".",".",".",".",".",".","0.8"
"","305
001","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7"
"","305
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
305","35","3.886","91.4",".","5.7",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"","305
004","35","3.914","97.1",".",".",".",".","2.9",".",".",".",".",".",".",".",".",".","."
"R for Statistics III","Course Total","80","3.899","92.5",".","3.8",".","1.3","1.3",".",".",".",".",".",".",".",".",".","1.3"
"","001
309","52","3.275","38.5","9.6","30.8","9.6","7.7","1.9",".",".",".",".",".",".","1.9",".",".","."
"","002
309","46","3.120","23.9","26.1","26.1","15.2","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","98","3.201","31.6","17.3","28.6","12.2","6.1","1.0","2.0",".",".",".",".",".","1.0",".",".","."
"Intro to Prob & Math Stat II","310
001","60","2.950","35.0","21.7","8.3","8.3","11.7","10.0","5.0",".",".",".",".",".",".",".",".","."
"","311
001","87","3.523","51.7","10.3","33.3",".","4.6",".",".",".",".",".",".",".",".",".",".","."
"","002
311","67","3.500","53.7","11.9","20.9","3.0","9.0",".",".","1.5",".",".",".",".",".",".",".","."
"Intro Math Stat (Theo, Meth) I","Course Total","154","3.513","52.6","11.0","27.9","1.3","6.5",".",".","0.6",".",".",".",".",".",".",".","."
"","312
001","71","3.415","35.2","32.4","21.1","8.5","1.4",".","1.4",".",".",".",".",".",".",".",".","."
"","002
312","48","3.677","52.1","31.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Math Stat (Theo,Meth) II","Course Total","119","3.521","42.0","31.9","19.3","5.0","0.8",".","0.8",".",".",".",".",".",".",".",".","."
"","324
001","129","2.783","24.8","7.8","18.6","14.0","27.1","7.0","0.8",".",".",".",".",".",".",".",".","."
"","324
002","129","3.343","32.6","27.1","24.0","9.3","3.9","0.8","0.8","0.8",".",".",".",".","0.8",".",".","."
"","324
003","127","3.098","34.6","18.9","13.4","13.4","12.6","6.3","0.8",".",".",".",".",".",".",".",".","."
"","324
004","82","2.652","18.3","8.5","23.2","9.8","29.3","9.8","1.2",".",".",".",".",".",".",".",".","."
"Intro Applied Stats for Engrs","Course Total","467","2.999","28.5","16.3","19.5","11.8","17.1","5.6","0.9","0.2",".",".",".",".","0.2",".",".","."
"","001
333","43","3.038","25.6","18.6","20.9","11.6","4.7","7.0","2.3",".",".",".",".",".","9.3",".",".","."
"","333
002","64","3.367","35.9","34.4","15.6","7.8","3.1",".","3.1",".",".",".",".",".",".",".",".","."
"Applied Regression Analysis","Course Total","107","3.243","31.8","28.0","17.8","9.3","3.7","2.8","2.8",".",".",".",".",".","3.7",".",".","."
"","371
001","138","3.290","43.5","15.9","18.1","8.7","9.4","4.3",".",".",".",".",".",".",".",".",".","."
"","002
371","126","3.448","58.7","11.9","12.7","6.3","5.6","3.2","1.6",".",".",".",".",".",".",".",".","."
"","003
371","136","3.110","30.9","14.7","25.7","8.8","18.4",".","1.5",".",".",".",".",".",".",".",".","."
"","371
004","126","3.294","41.3","15.9","23.8","9.5","5.6","2.4","1.6",".",".",".",".",".",".",".",".","."
"","371
005","133","2.932","20.3","22.6","26.3","10.5","10.5","6.8","3.0",".",".",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","Page 332 of 420",""
