"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Programming III","Course Total","588","3.217","25.7","29.4","22.1","14.8","4.3","2.6","0.7","0.2",".",".",".",".","0.3",".",".","."
"Introducing Comp Sci to K-12","402
001","44","3.849","79.5","11.4","4.5",".","2.3",".",".",".",".",".",".",".",".",".","2.3","."
"Intro to Numerical Methods","412
002","59","2.733","23.7","15.3","13.6","20.3","11.9","5.1","8.5",".",".",".",".",".",".","1.7",".","."
"","435
001","54","3.185","40.7","7.4","20.4","11.1","20.4",".",".",".",".",".",".",".",".",".",".","."
"","435
002","46","3.272","43.5","6.5","30.4","4.3","13.0","2.2",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","Course Total","100","3.225","42.0","7.0","25.0","8.0","17.0","1.0",".",".",".",".",".",".",".",".",".","."
"","001
475","24","3.146","41.7","4.2","16.7","16.7","20.8",".",".",".",".",".",".",".",".",".",".","."
"","475
002","16","3.156","31.3","6.3","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","003
475","13","2.654","30.8","7.7","15.4",".","30.8","7.7","7.7",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","53","3.028","35.8","5.7","22.6","11.3","20.8","1.9","1.9",".",".",".",".",".",".",".",".","."
"CS Education","502
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Software Engineering","506
001","116","3.230","21.6","32.8","32.8","4.3","5.2",".","2.6",".",".",".",".",".","0.9",".",".","."
"","514
001","11","3.364","27.3","45.5",".","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"","514
002","8","2.875","25.0","12.5","37.5","12.5",".",".","12.5",".",".",".",".",".",".",".",".","."
"Numerical Analysis","Course Total","19","3.158","26.3","31.6","15.8","21.1",".",".","5.3",".",".",".",".",".",".",".",".","."
"Intro to Theory of Computing","520
001","39","3.051","30.8","15.4","17.9","20.5","10.3","2.6","2.6",".",".",".",".",".",".",".",".","."
"Introduction to Optimization","524
001","54","3.037","29.6","24.1","7.4","24.1","7.4","3.7","3.7",".",".",".",".",".",".",".",".","."
"Linear Optimization","525
001","29","2.810","17.2","17.2","27.6","6.9","24.1","3.4","3.4",".",".",".",".",".",".",".",".","."
"","532
001","63","3.516","49.2","22.2","22.2","1.6","3.2",".","1.6",".",".",".",".",".",".",".",".","."
"","004
532","26","3.604","38.5","42.3","3.8","7.7",".",".",".","3.8",".",".",".",".",".",".","3.8","."
"Mtrx Mthds in Machine Learning","Course Total","89","3.540","46.1","28.1","16.9","3.4","2.2",".","1.1","1.1",".",".",".",".",".",".","1.1","."
"Image Processing","533
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Progm Langs&Compilers","536
001","101","2.386","14.9","9.9","16.8","15.8","21.8","10.9","9.9",".",".",".",".",".",".",".",".","."
"Intro to Operating Systems","537
001","304","3.305","40.8","18.8","21.1","10.2","4.6","1.6","2.3","0.3",".",".",".",".","0.3",".",".","."
"Intro-Artificl Intelligence","540
001","303","3.061","32.0","14.5","19.1","16.2","12.2","3.0","2.3",".",".",".",".",".","0.7",".",".","."
"Intro-Computer Architecture","552
001","22","3.136","22.7","27.3","27.3","18.2",".",".","4.5",".",".",".",".",".",".",".",".","."
"Computer Graphics","559
001","124","3.402","41.1","26.6","20.2","4.0","1.6","3.2","1.6",".",".",".",".",".","1.6",".",".","."
"Database Mgt Systems","564
001","140","3.289","42.9","15.7","12.1","17.9","10.0","1.4",".",".",".",".",".",".",".",".",".","."
"Introduction to Bioinformatics","576
001","58","3.342","48.3","22.4","6.9","6.9","5.2","8.6",".",".",".",".",".",".","1.7",".",".","."
"","577
001","125","2.770","16.0","20.0","24.8","9.6","19.2","4.0","5.6",".",".",".",".",".","0.8",".",".","."
"","577
002","167","3.000","18.6","20.4","22.8","25.1","10.8",".","1.8",".",".",".",".",".",".","0.6",".","."
"Introduction to Algorithms","Course Total","292","2.902","17.5","20.2","23.6","18.5","14.4","1.7","3.4",".",".",".",".",".","0.3","0.3",".","."
"User Experience Design 1","611
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Topics-Computing","638
002","17","3.969","88.2","5.9",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"UG Elective Topic in Computing","002
639","102","3.163","41.2","15.7","16.7","6.9","9.8","6.9","2.0",".",".",".",".",".","1.0",".",".","."
"","640
001","105","3.467","37.1","37.1","14.3","8.6","1.0","1.9",".",".",".",".",".",".",".",".",".","."
"","640
002","48","3.521","39.6","25.0","35.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Computer Networks","Course Total","153","3.484","37.9","33.3","20.9","5.9","0.7","1.3",".",".",".",".",".",".",".",".",".","."
"Intro to Information Security","642
001","57","3.214","43.9","10.5","21.1","7.0","8.8","5.3","1.8",".",".",".",".",".",".",".","1.8","."
"","681
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","Page 210 of 420",""
