"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDIE Section","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101
001","","17","3.941","88.2","11.8",".",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"002
101","","15","3.767","66.7","20.0","13.3",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Course Total
Foundations of US Air Force I","","32","3.859","78.1","15.6","6.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"201
001","","8","3.750","62.5","25.0","12.5",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"002
201","","11","3.864","72.7","27.3",".",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Course Total
Evolution of US Air & Space I","","19","3.816","68.4","26.3","5.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"301
001
Leadership Studies I","","22","3.955","90.9","9.1",".",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"401
001
National Security Affairs","","14","3.750","57.1","35.7","7.1",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"A F AERO
Dept. Total
102","","87","3.865","75.9","19.5","4.6","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.853","82.4","5.9","11.8","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","15","3.882","73.3","26.7",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","27","3.909","88.9","7.4","3.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","21","3.857","71.4","28.6",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","80","3.878","80.0","16.3","3.8","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","7","3.571","28.6","57.1","14.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","","87","3.865","75.9","19.5","4.6","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
