"INDUSTRIAL & SYSTEMS ENGR","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","12","",".",".",".",".",".",".","",".","91.7","",".",".","",".","8.3","",".",".",".","."
"I SY E
490","Dept. Total","1359","3.654","60.0","19.0","10.7","3.5","2.8","0.4","",".","3.1","",".",".","",".","0.4","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","42","3.475","45.2","23.8","21.4","4.8","4.8",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","262","3.622","58.8","21.0","14.5","2.3","3.4",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","716","3.661","64.0","18.4","9.6","4.3","3.1","0.6","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","1020","3.644","61.9","19.3","11.4","3.8","3.2","0.4","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","46","3.508","47.8","30.4","8.7","4.3","8.7",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","290","3.724","55.2","16.2","8.6","2.4","0.3","0.3","",".","14.5","",".",".","",".","1.7","",".",".","0.7","."
"Prof Yr 3","","3","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","3","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","1359","3.654","60.0","19.0","10.7","3.5","2.8","0.4","",".","3.1","",".",".","",".","0.4","",".",".","0.1","."
