"","699
003","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
014","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","699
042","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Reading","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"CLASSICS
244","Dept. Total","415","3.523","47.5","27.7","12.3","3.1","4.1","0.7","1.0","1.9","",".",".","",".","0.2","0.5","0.2","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","3.521","47.5","27.9","16.4","3.3","4.9",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","121","3.579","51.2","31.4","9.9","1.7","2.5","1.7","0.8",".","",".",".","",".",".","0.8",".",".","."
"Junior","","111","3.518","45.9","33.3","9.9","4.5","5.4",".","0.9",".","",".",".","",".",".",".",".",".","."
"Senior","","110","3.460","49.1","19.1","16.4","3.6","4.5","0.9","1.8","1.8","",".",".","",".","0.9","0.9",".","0.9","."
"Undergraduates","","403","3.522","48.6","28.0","12.7","3.2","4.2","0.7","1.0","0.5","",".",".","",".","0.2","0.5",".","0.2","."
"Special","","12","3.682","8.3","16.7",".",".",".",".",".","50.0","",".",".","",".",".",".","8.3","16.7","."
"","Dept. Total","415","3.523","47.5","27.7","12.3","3.1","4.1","0.7","1.0","1.9","",".",".","",".","0.2","0.5","0.2","0.7","."
