"Seminar in Fam Economic Policy","930
001","9","4.000","88.9",".",".",".",".",".",".","11.1",".","",".",".","",".","","",".",".",".","."
"","999
076","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","999
078","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","1780","3.524","54.8","23.0","11.2","6.1","2.9","1.0","0.2","0.3","",".",".","",".","",".","",".",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.795","76.7","16.7","3.3","1.7","1.7",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","266","3.452","60.9","16.9","10.9","6.0","3.0","1.9",".","0.4","",".",".","",".","",".","",".",".",".","."
"Junior","","589","3.478","47.4","26.7","14.9","7.1","3.1","0.3","0.3","0.2","",".",".","",".","",".","",".",".",".","."
"Senior","","829","3.557","56.7","23.4","9.7","5.9","2.9","1.1","0.1","0.2","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1744","3.521","54.9","23.3","11.4","6.2","2.9","0.9","0.2","0.2","",".",".","",".","",".","",".",".",".","."
"Special","","18","3.233","22.2","11.1",".","5.6",".","5.6",".",".","",".",".","",".","",".","",".",".","55.6","."
"Graduate","","18","3.902","77.8","5.6","5.6",".",".",".",".","5.6","",".",".","",".","",".","",".",".","5.6","."
"","Dept. Total","1780","3.524","54.8","23.0","11.2","6.1","2.9","1.0","0.2","0.3","",".",".","",".","",".","",".",".","0.6","."
