"","399
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","399
002","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"Independent Study","Course Total","20","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Independent Study","699
006","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"ANAT&PHY
146","Dept. Total","1152","2.968","30.0","16.4","20.3","11.8","12.9","6.0","1.6","0.4","0.1",".","",".","",".","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","3.063","17.5","25.0","22.5","27.5","5.0","2.5",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","163","2.767","19.0","14.7","20.9","16.0","16.0","11.0","1.8",".",".",".","",".","",".","0.6",".",".","."
"Junior","","293","2.854","26.6","15.4","21.8","10.6","16.4","6.1","2.7",".",".",".","",".","",".","0.3",".",".","."
"Senior","","559","3.113","37.6","17.5","18.6","9.8","9.5","5.0","1.3",".","0.2",".","",".","",".","0.5",".",".","."
"Undergraduates","","1055","2.981","30.9","16.8","20.0","11.7","12.2","6.2","1.7",".","0.1",".","",".","",".","0.5",".",".","."
"Special","","30","3.051","40.0","10.0","10.0","10.0","10.0","6.7",".","13.3",".",".","",".","",".",".",".",".","."
"Graduate","","7","3.288","28.6","28.6",".","14.3","14.3",".",".","14.3",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","60","2.750","10.0","11.7","33.3","15.0","26.7","3.3",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","60","2.750","10.0","11.7","33.3","15.0","26.7","3.3",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","1152","2.968","30.0","16.4","20.3","11.8","12.9","6.0","1.6","0.4","0.1",".","",".","",".","0.4",".",".","."
