"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"LINGUISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","",""
"Human Language","101
001","235","3.319","33.6","30.6","18.3","9.4","4.7","2.6","0.9",".",".",".",".",".",".",".",".","."
"Global Language Issues","211
211","19","3.079","31.6","10.5","31.6","5.3","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"Intro Ling-Descript&Theoret","301
001","41","3.366","41.5","24.4","12.2","9.8","12.2",".",".",".",".",".",".",".",".",".",".","."
"Phonology","310
001","29","3.714","48.3","41.4","6.9",".",".",".",".",".",".",".",".",".",".","3.4",".","."
"Syntax","330
001","26","3.212","38.5","7.7","38.5","3.8","7.7",".","3.8",".",".",".",".",".",".",".",".","."
"","373
001","11","4.000","72.7",".",".",".",".",".",".",".",".",".",".",".",".","9.1","18.2","."
"","373
002","11","4.000","81.8",".",".",".",".",".",".","9.1",".",".",".",".","9.1",".",".","."
"Topics in Linguistics","Course Total","22","4.000","77.3",".",".",".",".",".",".","4.5",".",".",".",".","4.5","4.5","9.1","."
"Junior Honors Tutorial","481
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Morphology","522
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Methods&Materials","001
800","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","990
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","387","3.379","39.8","25.6","17.1","7.2","5.4","1.8","0.8","0.5",".",".",".","0.3","0.5","0.5","0.5","."
