"L&S","","","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","",""
"RELIG ST
856","Dept. Total","379","3.676","58.6","25.1","9.2","2.6","1.3","",".","0.8","0.5","",".",".","",".","0.5","0.5",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","131","3.698","56.5","30.5","10.7","0.8","1.5","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","91","3.714","54.9","36.3","5.5","3.3",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","53","3.557","64.2","11.3","13.2","3.8","1.9","",".","3.8",".","",".",".","",".",".","1.9",".",".","."
"Senior","","96","3.681","64.6","16.7","7.3","4.2","2.1","",".","1.0",".","",".",".","",".","2.1",".",".","2.1","."
"Undergraduates","","371","3.678","59.3","25.6","8.9","2.7","1.3","",".","0.8",".","",".",".","",".","0.5","0.3",".","0.5","."
"Special","","3","***","","","","","","","","","","","",".","",".",".",".",".","33.3","."
"Graduate","","5","***","","","","","","","","","","","",".","",".",".","20.0",".",".","."
"","Dept. Total","379","3.676","58.6","25.1","9.2","2.6","1.3","",".","0.8","0.5","",".",".","",".","0.5","0.5",".","0.8","."
