"","999
041","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
045","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","12","4.000","91.7",".",".",".",".",".",".",".",".",".","",".",".",".",".","8.3","."
"ED PSYCH
315","Dept. Total","1552","3.785","73.3","13.7","5.5","2.1","1.2","0.1","0.5","2.6","0.1",".","",".","0.2","0.5","0.1","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","81","3.648","58.0","23.5","9.9","7.4","1.2",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","244","3.627","60.7","18.0","11.1","4.9","2.5","0.8","0.4",".",".",".","",".",".",".","0.4","1.2","."
"Junior","","298","3.758","72.8","16.4","5.7","2.7","1.0",".","1.0",".",".",".","",".",".","0.3",".",".","."
"Senior","","337","3.725","70.0","17.8","7.4","1.5","2.4",".","0.9",".",".",".","",".",".",".",".",".","."
"Undergraduates","","960","3.703","67.5","17.9","8.0","3.2","1.9","0.2","0.7",".",".",".","",".",".","0.1","0.1","0.3","."
"Special","","11","3.722","54.5","18.2",".","9.1",".",".",".","18.2",".",".","",".",".",".",".",".","."
"Graduate","","581","3.945","83.0","6.5","1.5",".","0.2",".",".","6.5","0.2","0.3","",".","0.5","1.0",".","0.2","."
"Prof Yr 2","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1554","3.785","73.2","13.6","5.5","2.1","1.2","0.1","0.5","2.6","0.1","0.1","",".","0.2","0.5","0.1","0.3","."
