"","990
124","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
128","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
130","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Dissertation","Course Total","33","",".",".",".",".",".",".",".","93.9","",".",".",".","6.1",".",".",".","."
"COMP SCI
266","Dept. Total","7244","3.208","34.0","19.8","19.5","10.3","7.0","2.3","1.8","3.1","",".","1.3","0.0","0.3","0.5","0.0","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","506","3.083","32.4","19.4","21.9","11.7","8.7","2.6","2.4",".","",".","0.6",".",".","0.4",".",".","."
"Sophomore","","1246","3.182","30.7","20.6","24.8","11.5","6.3","2.4","1.4","0.1","",".","1.4",".",".","0.6",".",".","0.1"
"Junior","","1657","3.135","30.2","20.3","21.7","12.4","7.2","2.5","2.2","0.2","",".","2.4","0.1",".","0.7","0.1",".","."
"Senior","","2442","3.096","30.8","18.6","20.3","12.4","9.9","3.1","2.4","0.2","",".","1.0",".","0.7","0.5",".",".","."
"Undergraduates","","5851","3.123","30.7","19.6","21.8","12.1","8.3","2.7","2.2","0.2","",".","1.5","0.0","0.3","0.6","0.0",".","0.0"
"Special","","273","3.404","47.3","20.1","16.8","5.5","4.0","1.1","2.6",".","",".","1.8",".",".","0.4",".","0.4","."
"Graduate","","1130","3.690","48.1","20.3","7.8","2.0","1.1","0.1","0.1","19.1","",".","0.4","0.1","0.2","0.4","0.1","0.4","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","7255","3.208","34.1","19.7","19.4","10.3","7.0","2.3","1.8","3.1","",".","1.3","0.0","0.3","0.5","0.0","0.1","0.0"
