"First Semester Hebrew","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Third Semester Hebrew","201
001","","12","3.625","50.0","25.0","25.0",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Intro to Hebrew Literature","301
001","","6","3.833","83.3",".","16.7",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Topics in Modern Hebrew Lit","401
001","","3","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"HEBR-MOD
442","Dept. Total","","45","3.822","75.6","13.3","11.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"442
HEBR-MOD","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","16","3.778","68.8","18.8","12.5","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","14","3.798","71.4","14.3","14.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","7","3.846","85.7",".","14.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","4","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","41","3.804","73.2","14.6","12.2","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","4","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","45","3.822","75.6","13.3","11.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
