"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"","361
001","67","3.418","41.8","25.4","17.9","4.5","10.4",".",".",".",".",".",".",".",".",".",".","."
"","361
002","48","3.277","31.3","20.8","27.1","8.3","10.4",".",".",".",".",".",".",".","2.1",".",".","."
"","361
003","55","3.482","49.1","16.4","29.1",".","1.8","3.6",".",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","170","3.399","41.2","21.2","24.1","4.1","7.6","1.2",".",".",".",".",".",".","0.6",".",".","."
"","001
363","73","3.664","57.5","28.8","5.5","5.5","2.7",".",".",".",".",".",".",".",".",".",".","."
"","003
363","64","3.523","50.0","31.3","7.8","4.7","1.6","4.7",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","137","3.599","54.0","29.9","6.6","5.1","2.2","2.2",".",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","001
364","96","3.021","12.5","28.1","29.2","17.7","9.4","3.1",".",".",".",".",".",".",".",".",".","."
"Engr Measure & Instrumentation","368
001","99","3.313","33.3","23.2","27.3","9.1","5.1","2.0",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","001
370","60","3.025","10.0","21.7","38.3","23.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","001
418","70","3.764","71.4","15.7","8.6","2.9","1.4",".",".",".",".",".",".",".",".",".",".","."
"","418
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","72","3.771","72.2","15.3","8.3","2.8","1.4",".",".",".",".",".",".",".",".",".",".","."
"","419
001","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","419
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","419
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Injection Molding","Course Total","23","3.932","82.6","13.0",".",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"Stat Expermntl Design","424
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Metal Cutting","429
001","12","3.542","33.3","50.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Robotics","439
001","31","3.468","25.8","58.1","6.5","3.2","6.5",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Vibrations","001
440","27","3.096","22.2","11.1","37.0","14.8","11.1",".",".","3.7",".",".",".",".",".",".",".","."
"Mechatronics Cntrl Rlztn","445
001","9","3.556","55.6",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Automatic Controls","446
003","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","447
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Mechanical Systems Analysis","448
001","14","3.679","50.0","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","459
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
459","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computing for Apps in Eng","Course Total","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internal Combustion Engines","001
469","43","3.640","58.1","18.6","18.6","2.3","2.3",".",".",".",".",".",".",".",".",".",".","."
"","489
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
056","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489
057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","491
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
050","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","491
081","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","492
015","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","492
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","Page 141 of 420",""
