"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"","101","001","14","3.500","64.3","21.4",".","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"","101","002","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Norwegian","","Course Total","26","3.654","65.4","26.9",".","3.8",".",".","3.8",".",".",".",".",".",".",".",".","."
"First Semester Swedish","111","001","14","3.643","78.6","14.3",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"First Semester Danish","121","001","7","3.500","14.3","71.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Finnish","131","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Norwegian","201","001","10","3.200","30.0","10.0","40.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Second Year Swedish","211","001","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Danish","221","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Norwegian Lit","251","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Swedish Lit","261","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Scandinavian Life&Civiliztn","276","001","14","3.409","14.3","50.0","7.1",".","7.1",".",".","21.4",".",".",".",".",".",".",".","."
"Scand Lit:Middle Ages-1900","373","002","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","404","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","404","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Languages of Northern Europe","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Intro to Scand Linguistics","410","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Areas in Scandinavian Lit","411","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Scand Languages II","415","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"19th C Scand Fiction","424","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Mythology of Scandinavia","429","001","7","4.000","71.4",".",".",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"Writing-HC Andersen for Majors","475","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Scand Life & Civilization II","476","001","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","520","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","5","***","","","","","","","","","","","","","","","",""
"","990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","7","",".",".",".",".",".",".",".","71.4","28.6",".",".",".",".",".",".","."
