"","990
031","","2","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","990
048","","3","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","990
060","","9","3.740","77.8","11.1","11.1",".","","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Research","Course Total","","15","3.867","80.0","6.7","6.7","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","6.7","."
"OBS&GYN
436","Dept. Total","","89","3.948","92.1","3.4","2.2","",".","",".","",".","",".","1.1","",".",".","",".","",".","",".",".","1.1","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","7","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","10","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","19","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","74","3.931","91.9","4.1","2.7","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","1.4","."
"Prof Yr 4","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","94","3.948","92.6","3.2","2.1","",".","",".","",".","",".","1.1","",".",".","",".","",".","",".",".","1.1","."
