"","999
046","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
060","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","25","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"CS&D
252","Dept. Total","1289","3.755","71.7","14.9","6.1","2.2","0.8","0.9","0.4","0.6","",".",".","",".","1.0","1.2","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
CS&D","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","96","3.691","60.4","19.8","13.5","3.1","1.0",".",".",".","",".",".","",".",".","2.1",".",".","."
"Sophomore","","183","3.655","64.5","20.8","7.7","2.7","1.6","2.7",".",".","",".",".","",".",".",".",".",".","."
"Junior","","272","3.568","61.8","18.0","11.0","4.8","1.1","1.5","1.8",".","",".",".","",".",".",".",".",".","."
"Senior","","272","3.783","72.4","16.9","5.9","1.8","1.1","0.4",".",".","",".",".","",".","1.1",".",".","0.4","."
"Undergraduates","","823","3.671","65.7","18.5","8.9","3.2","1.2","1.2","0.6",".","",".",".","",".","0.4","0.2",".","0.1","."
"Special","","40","3.770","72.5","12.5",".","5.0",".","2.5",".","5.0","",".",".","",".",".",".","2.5",".","."
"Graduate","","257","3.942","84.0","7.8","1.6",".",".",".",".","2.3","",".",".","",".","3.9",".",".","0.4","."
"Prof Yr 1","","42","3.844","71.4","26.2","2.4",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","55","3.979","96.4","3.6",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","72","3.959","76.4","2.8","1.4",".",".",".",".",".","",".",".","",".",".","19.4",".",".","."
"Professionals","","169","3.938","81.7","8.9","1.2",".",".",".",".",".","",".",".","",".",".","8.3",".",".","."
"","Dept. Total","1289","3.755","71.7","14.9","6.1","2.2","0.8","0.9","0.4","0.6","",".",".","",".","1.0","1.2","0.1","0.2","."
