"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","14768","3.361","37.7","25.4","22.1","8.0","4.7","0.7","0.3","0.4","0.0","0.1","",".","0.3","0.3","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","353","3.711","71.7","16.4","7.9","2.3","1.7",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","2133","3.126","34.2","19.2","23.8","11.8","8.5","1.5","0.8",".",".","0.0","",".",".","0.3",".",".","."
"Junior","","3992","3.277","30.7","26.1","25.7","9.9","6.1","0.8","0.2","0.1",".","0.1","",".",".","0.3",".",".","."
"Senior","","5207","3.352","33.8","26.6","24.6","8.8","4.5","0.7","0.4","0.2","0.0","0.1","",".",".","0.3",".",".","."
"Undergraduates","","11685","3.293","33.9","24.8","24.3","9.5","5.7","0.8","0.4","0.1","0.0","0.1","",".",".","0.3",".",".","."
"Special","","357","3.260","31.4","23.5","24.6","10.9","4.5","2.2","0.8","0.8",".",".","",".",".","0.3","0.3","0.6","."
"Graduate","","2692","3.690","54.2","28.2","12.6","1.0","0.4",".","0.0","1.4",".","0.1","",".","1.4","0.5","0.0","0.1","."
"Prof Yr 2","","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","18","3.858","77.8","16.7","5.6",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","34","3.837","73.5","20.6","5.9",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","College Total","14768","3.361","37.7","25.4","22.1","8.0","4.7","0.7","0.3","0.4","0.0","0.1","",".","0.3","0.3","0.0","0.0","."
