"TERM : 1202","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2019-2020","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","154","3.682","60.4","20.8","5.2","1.9","1.3","0.6","1.3","7.1","1.3",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.500","52.4","28.6","9.5",".","4.8",".","4.8",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","27","3.877","77.8","18.5","3.7",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Junior","","27","3.742","59.3","37.0",".","3.7",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Senior","","42","3.443","52.4","23.8","11.9","4.8","2.4","2.4","2.4",".",".",".","",".","",".","",".",".",".","."
"Undergraduates","","117","3.625","59.8","26.5","6.8","2.6","1.7","0.9","1.7",".",".",".","",".","",".","",".",".",".","."
"Special","","8","3.750","12.5","12.5",".",".",".",".",".","75.0",".",".","",".","",".","",".",".",".","."
"Graduate","","29","4.000","75.9",".",".",".",".",".",".","17.2","6.9",".","",".","",".","",".",".",".","."
"","Dept. Total","154","3.682","60.4","20.8","5.2","1.9","1.3","0.6","1.3","7.1","1.3",".","",".","",".","",".",".",".","."
