"BUS","","","","","","","","","","","","","","","","","","","","",""
"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","",""
"FINANCE
Dept. Total
233","1515","3.291","29.8","24.2","29.9","8.1","6.3","0.7","0.3","0.2","",".",".","",".","",".","0.3",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","21","3.310","33.3","19.0","33.3","4.8","9.5",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","319","3.158","24.1","20.7","32.3","11.0","11.0","0.6","0.3",".","",".",".","",".","",".",".",".",".","."
"Senior","852","3.242","27.6","22.4","32.5","9.6","6.1","0.9","0.5",".","",".",".","",".","",".","0.4",".",".","."
"Undergraduates","1192","3.221","26.8","21.9","32.5","9.9","7.5","0.8","0.4",".","",".",".","",".","",".","0.3",".",".","."
"Special","101","3.410","33.7","29.7","27.7","2.0","5.0","1.0",".","1.0","",".",".","",".","",".",".",".",".","."
"Graduate","222","3.638","44.6","34.2","17.1","1.4","0.5",".",".","0.9","",".",".","",".","",".","0.9",".","0.5","."
"Dept. Total","1515","3.291","29.8","24.2","29.9","8.1","6.3","0.7","0.3","0.2","",".",".","",".","",".","0.3",".","0.1","."
