"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"CURRICULUM AND INSTRUCTIONSection","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","369
003","","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Language Arts","Course Total","","57","3.929","94.7",".","1.8",".",".","1.8",".",".",".",".",".",".","1.8",".",".","."
"Teaching Mathematics","370
001","","25","3.840","76.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
001","","21","3.850","81.0",".","14.3",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"","371
002","","39","3.859","82.1","12.8","2.6",".","2.6",".",".",".",".",".",".",".",".",".",".","."
"","003
371","","22","3.773","72.7","13.6","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Social Studies","Course Total","","82","3.833","79.3","9.8","7.3","1.2","1.2",".",".",".",".",".",".",".","1.2",".",".","."
"","372
001","","39","3.885","79.5","17.9","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","Course Total","","59","3.924","86.4","11.9","1.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
003","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
004","","21","",".",".",".",".",".",".",".",".",".","90.5",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","107","",".",".",".",".",".",".",".",".",".","98.1",".",".",".",".",".","."
"Gen Ed Pract-Diverse Learners","374
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching Science-Sec Schl","390
001","","10","3.944","80.0","10.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"Teach Secondary Schl Math I","393
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of English","396
001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Pop Inst Mus 1","420
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Game Design II","432
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","454
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","454
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Middle School","Course Total","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","463
001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","463
002","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sem. in Pre-K Through MS Teach","Course Total","","41","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","464
001","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","464
002","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg in Elem School","Course Total","","28","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Student Teaching in HS Math","494
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Literacy Assessmnt&Interventn","504
001","","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"","506
001","","24","3.792","70.8","20.8","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","506
002","","32","3.781","71.9","12.5","15.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategy-Inclusive Schoolng","Course Total","","56","3.786","71.4","16.1","10.7","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"","507
001","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","507
002","","23","3.739","69.6","26.1",".",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"","507
003","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Inclusive Education-Secondary","Course Total","","66","3.894","86.4","12.1",".",".",".","1.5",".",".",".",".",".",".",".",".",".","."
"","511
002","","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","511
003","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","511
004","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","","","Page 86 of 420"
