"TERM : 1202","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2019-2020","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"FRENCH
Dept. Total
400","844","3.580","51.2","25.9","12.2","2.7","2.6","0.1","0.8","2.3","",".","0.1","",".","",".","1.9",".",".","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","168","3.590","51.8","25.0","15.5","3.0","1.8","0.6","0.6",".","",".",".","",".","",".","1.8",".",".","."
"Sophomore","152","3.501","40.8","36.8","15.1","1.3","3.9",".","1.3",".","",".",".","",".","",".",".",".",".","0.7"
"Junior","162","3.506","46.3","28.4","14.2","4.9","3.1",".","1.2","1.2","",".",".","",".","",".","0.6",".",".","."
"Senior","225","3.590","56.0","23.1","12.0","3.6","2.7",".","0.9","0.9","",".",".","",".","",".","0.9",".",".","."
"Undergraduates","707","3.551","49.5","27.7","14.0","3.3","2.8","0.1","1.0","0.6","",".",".","",".","",".","0.8",".",".","0.1"
"Special","18","3.458","38.9","11.1",".",".","11.1",".",".","38.9","",".",".","",".","",".",".",".",".","."
"Graduate","119","3.849","63.0","17.6","3.4",".",".",".",".","6.7","",".","0.8","",".","",".","8.4",".",".","."
"Dept. Total","844","3.580","51.2","25.9","12.2","2.7","2.6","0.1","0.8","2.3","",".","0.1","",".","",".","1.9",".",".","0.1"
