"TERM : 1202","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Fall 2019-2020","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","",""
"In Trans:Mythlgy-Scandnavia","342
001
3","***","","","","","","","","","",".",".",".",".",".",".   
."
"Chaucer's Canterbury Tales","427
001
6","3.333","16.7","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".   
."
"Old English","520
001
3","***","","","","","","","","","",".",".",".",".",".",".   
."
"MEDIEVAL
633","12
Dept. Total","3.417","41.7","16.7","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","",""
"Sophomore","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"Junior","4","***","","","","","","","","","",".",".",".",".",".",".  
."
"Senior","7","3.500","42.9","14.3","42.9",".",".",".",".",".",".",".",".",".",".",".",".  
."
"Undergraduates","12","3.417","41.7","16.7","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".  
."
"","Dept. Total
12","3.417","41.7","16.7","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".  
."
"January 27, 2020","","","","","","","","","","","","","","","","","Page 279 of 420"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","",""
