"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Intro to Mod & Contemp Lit","202
001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
001","20","3.263","15.0","30.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".","5.0"
"","002
203","110","3.759","80.0","11.8","2.7","1.8","0.9",".","2.7",".",".",".",".",".",".",".",".","."
"","203
004","18","3.938","77.8","11.1",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","005
203","23","3.565","21.7","69.6","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Cross-Cultrl Lit Form","Course Total","171","3.693","64.3","21.6","7.6","2.3","0.6",".","1.8",".",".",".",".",".","1.2",".",".","0.6"
"Problms in Comp Lit & Cultures","350
003","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Prob in Transnatl Genre & Mode","358
001","29","3.879","75.9","24.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature , Media, the Arts","466
001","23","3.761","52.2","47.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","500
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","500
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Compar In & Beyond Compar Lit","Course Total","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","8","",".",".",".",".",".",".",".","75.0",".",".",".","25.0",".",".",".","."
"COMP LIT
260","Dept. Total","275","3.766","67.3","20.7","4.7","1.5","0.4",".","1.1","2.5",".",".",".","0.7","0.7",".",".","0.4"
