"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"HEBREW-BIBLICAL","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"441
HEBR-BIB","","","","","","","","","","","","","","","","","","","",""
"Elementary Biblical Hebrew, I","103","001","6","3.600","50.0",".","33.3",".",".",".",".",".",".",".",".",".",".","16.7",".","."
"Elementary Biblical Hebrew, I","303","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Biblical Hebrew I","323","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Syriac I","705","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","990","021","3","***","","","","","","","","","",".",".",".",".",".",".","."
"HEBR-BIB
441","","Dept. Total","13","3.500","30.8","7.7","30.8",".",".",".",".","23.1",".",".",".",".",".","7.7",".","."
