"ALS","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCI
390","Dept. Total","382","3.194","29.1","18.6","20.4","7.9","4.7","1.0","0.8","14.7","",".",".","",".","1.6","1.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","14","2.538",".",".","42.9","42.9",".",".","7.1",".","",".",".","",".",".","7.1",".",".","."
"Junior","","47","3.068","12.8","34.0","27.7","17.0","4.3","2.1","2.1",".","",".",".","",".",".",".",".",".","."
"Senior","","233","3.241","41.2","18.0","23.2","6.9","6.4","1.3","0.4","0.9","",".",".","",".",".","1.7",".",".","."
"Undergraduates","","294","3.174","34.7","19.7","24.8","10.2","5.8","1.4","1.0","0.7","",".",".","",".",".","1.7",".",".","."
"Special","","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","84","3.511","10.7","13.1","3.6",".","1.2",".",".","64.3","",".",".","",".","7.1",".",".",".","."
"","Dept. Total","382","3.194","29.1","18.6","20.4","7.9","4.7","1.0","0.8","14.7","",".",".","",".","1.6","1.3",".",".","."
