"","999
043","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
048","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
049","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","11","4.000","90.9",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","9.1","."
"DS
359","Dept. Total","928","3.686","58.9","25.9","9.4","1.7","0.9","0.5","0.2","0.3","",".",".","",".","",".","1.8",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","97","3.660","60.8","30.9","5.2","1.0",".","1.0","1.0",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","231","3.676","57.6","25.5","13.0","0.4","0.9","0.9",".",".","",".",".","",".","",".","1.7",".",".","."
"Junior","","265","3.684","58.9","24.5","9.4","1.1","1.1","0.8","0.4",".","",".",".","",".","",".","3.4",".","0.4","."
"Senior","","293","3.691","58.0","28.7","7.8","3.1","1.0",".",".",".","",".",".","",".","",".","1.0",".","0.3","."
"Undergraduates","","886","3.682","58.5","26.9","9.4","1.6","0.9","0.6","0.2",".","",".",".","",".","",".","1.8",".","0.2","."
"Special","","16","3.581","43.8","12.5","12.5","12.5",".",".",".","18.8","",".",".","",".","",".",".",".",".","."
"Graduate","","26","3.906","84.6",".","7.7",".",".",".",".",".","",".",".","",".","",".","3.8",".","3.8","."
"","Dept. Total","928","3.686","58.9","25.9","9.4","1.7","0.9","0.5","0.2","0.3","",".",".","",".","",".","1.8",".","0.3","."
