"AMN","","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Intro to Naval Science","101
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Naval Lab I","175
001","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership&Management","201
001","","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab I","275
001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Engineering","301
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermed Naval Lab I","375
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Operations","401
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratory I","475
001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Naval Lab I","575
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","","94","3.925","85.1","14.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","22","3.970","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","18","3.879","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","23","3.878","82.6","17.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","31","3.962","87.1","12.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","94","3.925","85.1","14.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","94","3.925","85.1","14.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
