"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SLAVIC (SLAVIC LANGUAGES)","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","",""
"","101
001","","12","3.750","75.0","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","16","2.767","18.8","12.5","25.0","6.3","25.0",".","6.3",".",".",".",".",".","6.3",".",".","."
"","003
101","","13","3.364","38.5","30.8","7.7",".",".",".","7.7","7.7",".",".",".",".","7.7",".",".","."
"","004
101","","19","3.184","47.4","21.1","5.3","5.3","5.3","15.8",".",".",".",".",".",".",".",".",".","."
"1st Semester Russian","Course Total","","60","3.228","43.3","18.3","11.7","5.0","8.3","5.0","3.3","1.7",".",".",".",".","3.3",".",".","."
"","001
203","","13","2.769","23.1","46.2","7.7",".",".",".","23.1",".",".",".",".",".",".",".",".","."
"","203
002","","14","3.643","57.1","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Russian","Course Total","","27","3.222","40.7","37.0","3.7","7.4",".",".","11.1",".",".",".",".",".",".",".",".","."
"Third Semester Polish","207
001","","9","3.500","44.4","33.3","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Topics-Slavic Literatures","245
002","","15","3.700","86.7","6.7",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"3rd Semester Serbo-Croatian","251
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275
001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","275
002","","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Russian I","Course Total","","18","3.824","66.7","22.2","5.6",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"Third Year Polish II","278
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Intensive Polish","301
001","","8","3.625","50.0","37.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Russian Lang & Culture I","315
001","","18","3.528","55.6","22.2","11.1","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"Fourth Year Russian I","321
001","","6","3.500","16.7","50.0","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Fourth Year Polish I","331
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Women in Russian Lit","405
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Russian Culture","433
001","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Capstone Smr:Russian Lit&Cultr","001
560","","11","3.636","72.7",".","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","699
007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Russian Realism","707
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Slavic Literature","755
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Proseminar-Slavic Lit & Cult","800
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Slavic Crit Theory&Practice","801
001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"College Teaching of Russian","820
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Slavic Lit & Culture","900
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","991
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","","12","",".",".",".",".",".",".",".","25.0",".",".",".","58.3","8.3",".","8.3","."
