"","990
012","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
016","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
093","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Thesis","Course Total","40","",".",".",".",".",".",".",".","72.5",".",".",".","27.5",".",".",".","."
"JOURN
512","Dept. Total","1607","3.645","47.9","27.6","11.0","2.7","0.9","0.1","0.2","1.8",".","6.0",".","1.0","0.2",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","98","3.617","51.0","31.6","11.2","5.1",".",".","1.0",".",".",".",".",".",".",".",".","."
"Sophomore","","302","3.596","46.4","32.8","15.2","3.0","1.0","0.3","0.3",".",".","0.7",".",".",".",".","0.3","."
"Junior","","438","3.629","47.0","31.1","11.2","4.6","1.1",".",".",".",".","4.1",".",".",".",".","0.9","."
"Senior","","629","3.673","50.4","25.6","10.8","1.6","1.1",".","0.2",".",".","8.9",".","0.8","0.3",".","0.3","."
"Undergraduates","","1467","3.638","48.6","29.1","11.9","3.0","1.0","0.1","0.2",".",".","5.2",".","0.3","0.1",".","0.5","."
"Special","","12","3.436","58.3","8.3","16.7",".",".","8.3",".",".",".","8.3",".",".",".",".",".","."
"Graduate","","128","3.855","38.3","12.5","0.8",".",".",".",".","22.7",".","15.6",".","8.6","1.6",".",".","."
"","Dept. Total","1607","3.645","47.9","27.6","11.0","2.7","0.9","0.1","0.2","1.8",".","6.0",".","1.0","0.2",".","0.4","."
