"","991
081","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
084","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
085","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research Nutrition","Course Total","28","",".",".",".",".",".",".",".","85.7","",".",".","",".","14.3",".",".",".","."
"NUTR SCI
694","Dept. Total","1661","3.270","39.3","17.0","18.5","6.0","10.1","1.9","0.5","3.6","",".","2.1","",".","0.3","0.4","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","340","2.968","20.3","17.1","28.8","9.1","22.1","2.4",".",".","",".",".","",".",".","0.3",".",".","."
"Sophomore","","290","3.188","30.7","19.0","25.2","7.9","11.4","2.8","0.3",".","",".","2.8","",".",".",".",".",".","."
"Junior","","346","3.347","46.2","15.6","15.3","6.4","9.2","1.7","1.2",".","",".","4.0","",".",".",".","0.3",".","."
"Senior","","430","3.412","50.2","17.2","14.9","5.3","6.3","1.9","0.2",".","",".","2.6","",".","0.2","1.2",".",".","."
"Undergraduates","","1406","3.232","38.0","17.1","20.5","7.0","11.9","2.1","0.4",".","",".","2.3","",".","0.1","0.4","0.1",".","."
"Special","","26","3.205","34.6","15.4","11.5","3.8",".","3.8","7.7","3.8","",".","7.7","",".",".",".","3.8","7.7","."
"Graduate","","229","3.771","47.6","16.6","7.4",".","0.4",".",".","25.8","",".",".","",".","1.7","0.4",".",".","."
"","Dept. Total","1661","3.270","39.3","17.0","18.5","6.0","10.1","1.9","0.5","3.6","",".","2.1","",".","0.3","0.4","0.1","0.1","."
