"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","2339","3.751","47.2","23.4","3.2","0.7","0.2","0.0","",".","1.8","",".","22.4","",".","0.7","0.3",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","86","3.749","66.3","26.7","4.7",".","1.2","1.2","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","44","3.795","63.6","25.0","9.1",".",".",".","",".",".","",".","2.3","",".",".",".",".",".","."
"Junior","","328","3.784","48.5","26.2","3.0","0.6",".",".","",".",".","",".","21.3","",".",".",".",".",".","."
"Senior","","1507","3.695","38.7","25.7","3.1","0.9","0.2",".","",".","0.1","",".","30.1","",".","0.9","0.1",".","0.1","."
"Undergraduates","","1965","3.714","42.1","25.9","3.3","0.8","0.2","0.1","",".","0.1","",".","26.7","",".","0.7","0.1",".","0.1","."
"Special","","15","3.829","66.7","33.3",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","358","3.907","74.0","9.8","2.5","0.3",".",".","",".","11.2","",".",".","",".","0.8","1.4",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"","College Total","2339","3.751","47.2","23.4","3.2","0.7","0.2","0.0","",".","1.8","",".","22.4","",".","0.7","0.3",".","0.1","."
