"L&S","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","",""
"INTL ST
504","Dept. Total","481","3.248","24.7","23.9","17.5","8.9","4.2","0.8","0.8","0.2","",".","18.1","0.2","0.2","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","178","3.090","10.7","27.0","23.0","11.2","7.3","1.1","0.6",".","",".","19.1",".",".",".",".",".","."
"Sophomore","","143","3.298","18.9","23.1","14.0","9.1","3.5","0.7",".",".","",".","30.8",".",".",".",".",".","."
"Junior","","65","3.231","36.9","18.5","21.5","7.7","1.5","1.5","3.1",".","",".","7.7",".",".","1.5",".",".","."
"Senior","","85","3.553","50.6","24.7","9.4","4.7","1.2",".","1.2",".","",".","4.7","1.2","1.2","1.2",".",".","."
"Undergraduates","","471","3.244","24.0","24.2","17.6","8.9","4.2","0.8","0.8",".","",".","18.5","0.2","0.2","0.4",".",".","."
"Special","","7","3.200","42.9","14.3","14.3","14.3",".",".",".","14.3","",".",".",".",".",".",".",".","."
"Graduate","","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","481","3.248","24.7","23.9","17.5","8.9","4.2","0.8","0.8","0.2","",".","18.1","0.2","0.2","0.4",".",".","."
