"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"681","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","101","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681","124","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","128","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","136","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","139","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","17","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"682","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"691
Senior Thesis","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","6","3.792","50.0","33.3",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","115","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","124","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","142","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","143","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","148","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","29","3.915","75.9","13.8",".",".",".",".",".",".",".",".",".",".","10.3",".",".","."
"703
Program Verification&Synthesis","001","","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"707
Mobile and Wireless Networking","001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"714
Methods of Computatnl Math I","001","","10","3.800","80.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"726
Nonlinear Optimization I","001","","32","3.391","21.9","46.9","25.0",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"727
Convex Analysis","001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","20","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"739
Distributed Systems","001","","20","3.647","40.0","30.0","15.0",".",".",".",".","15.0",".",".",".",".",".",".",".","."
"744
Big Data Systems","001","","54","3.898","81.5","16.7","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"756
Computer-Aided Desgn-VLSI","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"758
Adv Topics-Comptr Architecture","001","","15","3.708","40.0","33.3","6.7",".",".",".",".","6.7",".",".",".",".","13.3",".",".","."
"760
Machine Learning","001","","129","3.445","24.0","51.9","13.2","6.2","3.1",".",".","0.8",".",".",".",".",".",".","0.8","."
"763
Security Privacy for Data Sci","001","","23","3.609","56.5","17.4","17.4","8.7",".",".",".",".",".",".",".",".",".",".",".","."
