"Research and Thesis","Course Total","37","",".",".",".",".",".",".",".","75.7","",".",".","",".","24.3",".",".",".","."
"","999
059","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
074","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Spec Work-Ag & Appl Economics","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"A A E
108","Dept. Total","509","3.317","35.4","22.4","16.9","6.5","5.1","1.8","1.0","6.1","",".",".","",".","1.8","2.6",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.023","23.1","23.1","15.4","15.4","23.1",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","50","3.047","28.0","16.0","28.0","16.0","8.0","4.0",".",".","",".",".","",".",".",".",".",".","."
"Junior","","91","3.125","28.6","28.6","18.7","4.4","9.9","3.3","3.3",".","",".",".","",".",".","1.1",".","2.2","."
"Senior","","143","3.334","38.5","23.8","20.3","7.7","4.9","2.1","0.7","0.7","",".",".","",".",".","1.4",".",".","."
"Undergraduates","","310","3.200","32.6","23.9","20.6","8.7","8.4","2.6","1.3","0.3","",".",".","",".",".","1.0",".","0.6","."
"Special","","59","3.583","50.8","32.2","10.2","1.7",".","1.7","1.7","1.7","",".",".","",".",".",".",".",".","."
"Graduate","","139","3.597","35.3","15.1","11.5","3.6",".",".",".","20.9","",".",".","",".","6.5","6.5",".","0.7","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".","100.0",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".","100.0",".",".","."
"","Dept. Total","509","3.317","35.4","22.4","16.9","6.5","5.1","1.8","1.0","6.1","",".",".","",".","1.8","2.6",".","0.6","."
