"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"999","024","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","058","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","067","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"999","076","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","080","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","097","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","79","3.940","87.3","7.6","1.3",".",".",".",".",".",".",".",".",".","2.5","1.3",".","."
