"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","",""
"Latin Paleography","316
001","","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Ancient & Medieval Science","322
001","","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Chaucer's Canterbury Tales","367
001","","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Women in Medieval Society","416
001","","11","3.375","45.5","18.2",".",".",".",".","","9.1","18.2",".","",".",".","",".","","9.1",".",".","."
"Survey of Medieval Lit","422
001","","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Studies-Medieval Lit","551
001","","20","3.579","20.0","70.0","5.0",".",".",".","",".","5.0",".","",".",".","",".","",".",".",".","."
"Byzantine Med & Pharmacy","562
001","","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Mediaeval Latin","563
001","","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"MEDIEVAL
633","Dept. Total","","39","3.456","28.2","46.2","5.1","2.6","2.6","",".","2.6","7.7","",".",".","",".","",".","2.6",".","2.6","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","10","3.500","10.0","80.0","10.0",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","","18","3.235","22.2","50.0","5.6","5.6","5.6","",".","5.6","5.6","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","28","3.333","17.9","60.7","7.1","3.6","3.6","",".","3.6","3.6","",".",".","",".","",".",".",".",".","."
"Special","","","3","4.000","66.7",".",".",".",".","",".",".","33.3","",".",".","",".","",".",".",".",".","."
"Graduate","","","8","3.900","50.0","12.5",".",".",".","",".",".","12.5","",".",".","",".","",".","12.5",".","12.5","."
"","Dept. Total","","39","3.456","28.2","46.2","5.1","2.6","2.6","",".","2.6","7.7","",".",".","",".","",".","2.6",".","2.6","."
