"","999
092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
095","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
184","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","29","4.000","89.7",".",".",".",".",".",".","3.4",".",".",".","6.9",".",".",".","."
"CURRIC
272","Dept. Total","2486","3.890","65.4","7.5","1.7","0.5","0.3","0.1","0.2","3.0","0.3","18.2","0.1","1.3","1.0",".","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.786","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","98","3.842","73.5","22.4","3.1",".",".",".",".","1.0",".",".",".",".",".",".",".","."
"Junior","","322","3.853","71.4","9.9","2.2","1.2",".","0.3","0.6",".",".","14.3",".",".",".",".",".","."
"Senior","","1339","3.878","61.5","6.3","1.9","0.6","0.5","0.1","0.3","0.1",".","28.0","0.1",".","0.1",".",".","0.4"
"Undergraduates","","1789","3.869","63.9","8.4","2.0","0.7","0.4","0.2","0.3","0.1",".","23.5","0.1",".","0.1",".",".","0.3"
"Special","","201","3.920","66.7","5.0","2.0",".","0.5",".",".","4.0","3.0","15.4",".",".","2.0",".","1.5","."
"Graduate","","496","3.953","70.2","5.2","0.8",".",".",".",".","13.1","0.2",".",".","6.7","3.8",".",".","."
"","Dept. Total","2486","3.890","65.4","7.5","1.7","0.5","0.3","0.1","0.2","3.0","0.3","18.2","0.1","1.3","1.0",".","0.1","0.2"
