"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"201
Survey of Biochemistry","001","","49","2.908","24.5","12.2","22.4","18.4","16.3","4.1","2.0",".",".",".",".",".",".",".",".","."
"289","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Independent Study","Course Total","","3","***","","","","","","","","","","","","","","","",""
"299","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","13","3.946","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"501
Introduction-Biochemistry","001","","189","3.250","27.5","19.0","40.2","4.2","7.4","0.5","0.5","0.5",".",".",".",".",".",".",".","."
"508
General Biochemistry II","001","","124","3.051","34.7","11.3","24.2","7.3","12.1","4.8","4.8",".",".",".",".",".",".","0.8",".","."
"511","001","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"511","002","","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","Course Total","","38","3.868","76.3","21.1","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"550
Topics in Medical Biochem","001","","40","3.163","30.0","5.0","47.5","12.5","2.5",".","2.5",".",".",".",".",".",".",".",".","."
"602
Biochem Mech-Regulatn/Cell","001","","41","3.232","24.4","12.2","53.7","4.9","4.9",".",".",".",".",".",".",".",".",".",".","."
"603
Eukaryotic Molecular Biol","001","","64","3.359","26.6","26.6","39.1","7.8",".",".",".",".",".",".",".",".",".",".",".","."
"625
Coemzymes&Cofactrs-Enzymlgy","001","","12","3.667","41.7","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","41","3.415","39.0","19.5","31.7","4.9","4.9",".",".",".",".",".",".",".",".",".",".","."
"681","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","9","3.933","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691
Senior Thesis","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
