"COMMUNICATION ARTS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"614","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"614","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"614","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"614","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"614","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Exper in Communicatn","Course Total","","18","",".",".",".",".",".",".",".",".",".","94.4","5.6",".",".",".",".","."
"615","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"615","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"615","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"615","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Secnd Fld Exp-Communication","Course Total","","4","***","","","","","","","","","","","","","","","",""
"617
Hlth Communication-Info Age","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"651
Adv Video Productn&Directn","001","","23","3.348","17.4","47.8","26.1","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"656","001","","15","2.900","13.3","13.3","53.3","6.7","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"656","002","","15","3.233","20.0","26.7","40.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Adv Motion Picture Productn","Course Total","","30","3.067","16.7","20.0","46.7","6.7","6.7",".","3.3",".",".",".",".",".",".",".",".","."
"658
Writing for TV & Film","001","","14","3.429","21.4","42.9","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"664
Classical Film Theory","001","","49","2.980","32.7","8.2","18.4","16.3","18.4","6.1",".",".",".",".",".",".",".",".",".","."
"671
Communicatn&Social Conflict","001","","18","3.647","50.0","33.3","5.6",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"682","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","004","","8","3.478","87.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","27","3.699","81.5","3.7","7.4",".","3.7",".","3.7",".",".",".",".",".",".",".",".","."
"799","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
