"","990
035","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
038","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"Research","Course Total","18","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"Independent Research","999
024","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"L SC COM
120","Dept. Total","460","3.643","54.1","24.8","11.1","2.0","2.4","0.2","0.2","4.1",".",".",".","",".","0.2","0.4","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","71","3.588","54.9","21.1","16.9","1.4","2.8",".","1.4",".",".",".",".","",".",".","1.4",".","."
"Sophomore","","53","3.591","56.6","28.3","5.7","1.9","7.5",".",".",".",".",".",".","",".",".",".",".","."
"Junior","","91","3.567","51.6","29.7","9.9","4.4","3.3","1.1",".",".",".",".",".","",".",".",".",".","."
"Senior","","187","3.658","52.9","28.9","13.4","1.6","1.1",".",".",".",".",".",".","",".","0.5","0.5","1.1","."
"Undergraduates","","402","3.616","53.5","27.6","12.2","2.2","2.7","0.2","0.2",".",".",".",".","",".","0.2","0.5","0.5","."
"Special","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".","",".",".",".",".","."
"Graduate","","56","3.906","58.9","5.4","3.6",".",".",".",".","32.1",".",".",".","",".",".",".",".","."
"","Dept. Total","460","3.643","54.1","24.8","11.1","2.0","2.4","0.2","0.2","4.1",".",".",".","",".","0.2","0.4","0.4","."
