"Individual Research in Lit","Course Total","26","",".",".",".",".",".",".",".","46.2",".",".",".","53.8",".",".",".","."
"","991
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","5","***","","","","","","","","","","","","","","","",""
"GERMAN
424","Dept. Total","711","3.495","48.5","16.5","17.2","3.8","3.2","1.1","0.7","6.0",".",".",".","2.5","0.1","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","3.316","50.0","9.4","18.8","7.8","7.8","1.6","3.1",".",".",".",".",".",".","1.6",".","."
"Sophomore","","175","3.479","48.0","22.3","18.9","4.6","5.1",".","1.1",".",".",".",".",".",".",".",".","."
"Junior","","127","3.387","40.9","19.7","26.8","3.9","3.9","2.4",".","1.6",".",".",".",".",".","0.8",".","."
"Senior","","172","3.478","48.8","17.4","20.9","5.2","2.3","1.7",".","3.5",".",".",".",".",".",".",".","."
"Undergraduates","","538","3.436","46.8","18.6","21.4","5.0","4.3","1.3","0.7","1.5",".",".",".",".",".","0.4",".","."
"Special","","23","3.320","39.1","17.4","13.0",".",".","4.3","4.3","21.7",".",".",".",".",".",".",".","."
"Graduate","","150","3.899","56.0","8.7","2.7",".",".",".",".","20.0",".",".",".","12.0","0.7",".",".","."
"","Dept. Total","711","3.495","48.5","16.5","17.2","3.8","3.2","1.1","0.7","6.0",".",".",".","2.5","0.1","0.3",".","."
