"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Arithmetical Problm Solving","Course Total","113","3.265","32.7","21.2","26.5","7.1","11.5","0.9",".",".",".",".",".",".",".",".",".","."
"","131
001","31","3.468","48.4","9.7","32.3","6.5","3.2",".",".",".",".",".",".",".",".",".",".","."
"","002
131","35","3.614","54.3","31.4","11.4",".",".",".","2.9",".",".",".",".",".",".",".",".","."
"","131
003","27","3.135","29.6","22.2","11.1","11.1","22.2",".",".",".",".",".",".",".",".",".",".","3.7"
"","131
004","27","3.333","37.0","7.4","44.4","7.4","3.7",".",".",".",".",".",".",".",".",".",".","."
"Geom Inference & Reasoning","Course Total","120","3.408","43.3","18.3","24.2","5.8","6.7",".","0.8",".",".",".",".",".",".",".",".","0.8"
"","132
001","31","3.774","77.4","6.5","12.9",".","3.2",".",".",".",".",".",".",".",".",".",".","."
"","132
002","35","3.129","31.4","14.3","20.0","22.9","8.6","2.9",".",".",".",".",".",".",".",".",".","."
"","132
003","28","3.179","25.0","28.6","10.7","28.6","7.1",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Models","Course Total","94","3.356","44.7","16.0","14.9","17.0","6.4","1.1",".",".",".",".",".",".",".",".",".","."
"","141
001","26","1.673","3.8","11.5","7.7","7.7","23.1","23.1","23.1",".",".",".",".",".",".",".",".","."
"","002
141","30","2.733","13.3",".","60.0",".","20.0",".","6.7",".",".",".",".",".",".",".",".","."
"","003
141","21","2.750","14.3",".","61.9",".","4.8","9.5","4.8","4.8",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","77","2.375","10.4","3.9","42.9","2.6","16.9","10.4","11.7","1.3",".",".",".",".",".",".",".","."
"","210
001","59","2.602","18.6","10.2","23.7","11.9","20.3","8.5","6.8",".",".",".",".",".",".",".",".","."
"","210
002","90","2.989","26.7","21.1","24.4","5.6","12.2","6.7","3.3",".",".",".",".",".",".",".",".","."
"","003
210","158","2.936","20.3","16.5","28.5","13.9","13.3","6.3","0.6",".",".",".",".",".",".",".","0.6","."
"","210
005","95","3.800","74.7","14.7","7.4","2.1","1.1",".",".",".",".",".",".",".",".",".",".","."
"","006
210","93","3.172","38.7","11.8","22.6","7.5","15.1","4.3",".",".",".",".",".",".",".",".",".","."
"","007
210","91","3.418","40.7","27.5","19.8","7.7","1.1","2.2","1.1",".",".",".",".",".",".",".",".","."
"Topics-Finite Mathematics","Course Total","586","3.163","36.0","17.2","21.7","8.5","10.2","4.6","1.5",".",".",".",".",".",".",".","0.2","."
"","211
001","166","2.798","12.0","23.5","25.9","17.5","6.6","11.4","1.8","1.2",".",".",".",".",".",".",".","."
"","002
211","155","3.013","29.7","20.0","18.7","11.0","11.0","5.2","3.9","0.6",".",".",".",".",".",".",".","."
"Calculus","Course Total","321","2.902","20.6","21.8","22.4","14.3","8.7","8.4","2.8","0.9",".",".",".",".",".",".",".","."
"","213
001","55","2.455","9.1","9.1","18.2","23.6","27.3","9.1","3.6",".",".",".",".",".",".",".",".","."
"","002
213","82","2.848","23.2","11.0","29.3","4.9","23.2","7.3","1.2",".",".",".",".",".",".",".",".","."
"Calc/Intro-Differntl Equats","Course Total","137","2.690","17.5","10.2","24.8","12.4","24.8","8.0","2.2",".",".",".",".",".",".",".",".","."
"","217
001","181","2.547","14.4","6.6","30.9","6.6","27.6","9.4","4.4",".",".",".",".",".",".",".",".","."
"","002
217","186","2.726","12.9","14.0","26.9","12.9","27.4","4.3","1.6",".",".",".",".",".",".",".",".","."
"Calc with Algebra & Trig II","Course Total","367","2.638","13.6","10.4","28.9","9.8","27.5","6.8","3.0",".",".",".",".",".",".",".",".","."
"","221
001","97","2.526","17.5","12.4","20.6","12.4","14.4","12.4","8.2","1.0",".",".",".",".",".","1.0",".","."
"","221
002","128","2.776","25.8","6.3","28.1","10.2","16.4","7.8","4.7",".",".",".",".",".","0.8",".",".","."
"","221
003","83","3.012","33.7","16.9","18.1","7.2","14.5","6.0","3.6",".",".",".",".",".",".",".",".","."
"","221
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","309","2.762","25.2","11.0","23.0","10.0","15.2","8.7","5.5","0.3",".",".",".",".","0.3","0.3",".","0.3"
"","222
001","186","2.582","16.7","5.9","28.0","3.8","34.9","6.5","3.8",".",".",".",".",".",".",".",".","0.5"
"","222
002","149","2.806","15.4","18.8","24.2","22.1","6.7","8.1","3.4","0.7",".",".",".",".",".","0.7",".","."
"","222
003","174","2.556","27.6","8.6","17.2","6.3","19.0","9.8","11.5",".",".",".",".",".",".",".",".","."
"","004
222","230","2.852","23.5","14.8","22.2","12.2","19.1","4.3","3.9",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","739","2.705","21.1","11.9","22.9","10.7","20.6","6.9","5.5","0.1",".",".",".",".",".","0.1",".","0.1"
"Intro:Probabilty-Biologists","231
001","29","3.138","41.4","3.4","34.5","3.4","10.3","3.4","3.4",".",".",".",".",".",".",".",".","."
"","234
001","132","2.977","16.7","27.3","24.2","13.6","12.1","4.5","1.5",".",".",".",".",".",".",".",".","."
"","234
002","191","2.776","22.0","15.2","17.8","11.5","23.6","5.8","3.7",".",".",".",".",".","0.5",".",".","."
"","003
234","158","2.260","18.4","7.0","16.5","5.1","24.7","13.9","13.3",".",".",".",".",".",".","1.3",".","."
