"","699
015","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
020","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
025","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","","7","3.571","42.9","28.6","28.6",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"AMER IND
140","Dept. Total","","77","3.574","51.9","22.1","14.3","2.6","3.9","1.3","",".","3.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","11","3.636","54.5","18.2","27.3",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","15","3.667","53.3","26.7","20.0",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","21","3.475","52.4","14.3","9.5","9.5","9.5",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
"Senior","","","29","3.556","48.3","27.6","10.3",".","3.4","3.4","",".","6.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","76","3.568","51.3","22.4","14.5","2.6","3.9","1.3","",".","3.9","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","77","3.574","51.9","22.1","14.3","2.6","3.9","1.3","",".","3.9","",".",".","",".","",".","",".",".",".","."
