"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Third Semester Spanish","Course Total","344","3.023","18.9","22.7","29.9","9.9","13.7","2.9","1.2","0.9",".",".",".",".",".",".",".","."
"","001
204","21","3.190","33.3","19.0","33.3",".","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","002
204","22","3.205","40.9","4.5","40.9",".","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","204
003","17","2.588","5.9","5.9","41.2","5.9","35.3","5.9",".",".",".",".",".",".",".",".",".","."
"","204
004","21","3.381","47.6","9.5","28.6","9.5",".","4.8",".",".",".",".",".",".",".",".",".","."
"","005
204","21","3.476","42.9","28.6","14.3","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","006
204","21","2.976","14.3","33.3","28.6","9.5","4.8","4.8","4.8",".",".",".",".",".",".",".",".","."
"","007
204","24","3.104","16.7","29.2","29.2","16.7","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","008
204","22","2.929","18.2","13.6","36.4","9.1","13.6",".","4.5","4.5",".",".",".",".",".",".",".","."
"","204
010","22","3.095","31.8","9.1","22.7","18.2","9.1","4.5",".",".",".",".",".",".",".",".",".","4.5"
"","204
011","22","3.045","36.4","13.6","22.7","4.5","9.1","13.6",".",".",".",".",".",".",".",".",".","."
"","204
012","21","2.976","19.0","23.8","19.0","19.0","14.3","4.8",".",".",".",".",".",".",".",".",".","."
"","204
013","23","3.565","39.1","34.8","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
014","20","3.125","25.0","35.0","15.0",".","20.0","5.0",".",".",".",".",".",".",".",".",".","."
"","204
015","18","3.361","44.4","16.7","22.2",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","204
016","18","3.188","16.7","27.8","33.3","5.6",".","5.6",".","11.1",".",".",".",".",".",".",".","."
"","204
017","20","2.895","25.0","10.0","20.0","10.0","25.0","5.0",".","5.0",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","333","3.139","28.8","19.8","27.0","7.5","10.5","3.6","1.2","1.2",".",".",".",".",".",".",".","0.3"
"","223
001","24","3.917","87.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
223","26","3.269","42.3","26.9","11.5","3.8","7.7","3.8","3.8",".",".",".",".",".",".",".",".","."
"","223
003","25","3.978","88.0","4.0",".",".",".",".",".","4.0",".",".",".",".",".","4.0",".","."
"","223
004","24","3.604","45.8","45.8",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","223
005","28","3.667","50.0","32.1","10.7","3.6",".",".",".","3.6",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","127","3.677","62.2","23.6","5.5","1.6","3.1","0.8","0.8","1.6",".",".",".",".",".","0.8",".","."
"","001
224","27","3.250","25.9","29.6","25.9","3.7","7.4","3.7",".","3.7",".",".",".",".",".",".",".","."
"","224
002","22","3.750","59.1","31.8","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","26","3.615","57.7","15.4","23.1",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","224
004","32","3.532","40.6","31.3","18.8","3.1","3.1",".",".","3.1",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","107","3.529","44.9","27.1","19.6","1.9","3.7","0.9",".","1.9",".",".",".",".",".",".",".","."
"","226
001","22","3.386","50.0","27.3","4.5","4.5","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","226
002","17","3.118","23.5","11.8","35.3","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"","003
226","21","3.400","33.3","14.3","42.9","4.8",".",".",".","4.8",".",".",".",".",".",".",".","."
"","226
004","23","3.214","26.1","17.4","26.1","13.0","8.7",".",".","8.7",".",".",".",".",".",".",".","."
"","226
005","20","3.650","60.0","10.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","17","3.156","17.6","23.5","29.4","17.6","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"","007
226","23","3.674","60.9","13.0","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
008","20","3.579","45.0","30.0","15.0",".","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","226
010","19","3.421","42.1","15.8","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","011
226","21","3.714","76.2","19.0",".",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","203","3.444","44.3","18.2","23.6","6.4","3.9",".","1.0","2.5",".",".",".",".",".",".",".","."
"","299
000A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"","311
001","22","3.159","9.1","40.9","36.4","9.1",".","4.5",".",".",".",".",".",".",".",".",".","."
"","311
002","22","3.341","36.4","22.7","31.8",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 300 of 385",""
