"","990
014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
020","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","23","",".",".",".",".",".",".",".","82.6",".",".",".","17.4",".",".",".","."
"WL ECOL
960","Dept. Total","241","3.115","29.5","17.0","20.7","9.1","8.3","3.7","1.2","8.3",".",".",".","1.7",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","2.109","12.5","25.0",".","12.5","12.5","25.0","12.5",".",".",".",".",".",".",".",".","."
"Sophomore","","29","2.621","6.9","17.2","34.5","17.2","10.3","6.9","6.9",".",".",".",".",".",".",".",".","."
"Junior","","43","2.983","20.9","18.6","20.9","18.6","18.6",".",".",".",".",".",".",".",".","2.3",".","."
"Senior","","112","3.236","35.7","17.9","26.8","7.1","7.1","4.5",".","0.9",".",".",".",".",".",".",".","."
"Undergraduates","","192","3.037","27.1","18.2","25.5","11.5","10.4","4.7","1.6","0.5",".",".",".",".",".","0.5",".","."
"Special","","4","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","45","3.820","37.8","8.9","2.2",".",".",".",".","42.2",".",".",".","8.9",".",".",".","."
"","Dept. Total","241","3.115","29.5","17.0","20.7","9.1","8.3","3.7","1.2","8.3",".",".",".","1.7",".","0.4",".","."
