"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"MARKETING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","",""
"","300
001","276","3.091","12.0","22.8","40.9","19.9","2.9","0.7",".","0.4",".",".",".",".",".","0.4",".","."
"","002
300","262","3.054","12.2","20.2","38.5","23.3","3.1","1.1",".","1.5",".",".",".",".",".",".",".","."
"","300
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Marketing Management","Course Total","539","3.074","12.1","21.7","39.7","21.5","3.0","0.9",".","0.9",".",".",".",".",".","0.2",".","."
"","001
305","61","3.672","44.3","45.9","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","46","3.380","17.4","45.7","32.6","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","005
305","24","3.563","33.3","45.8","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consumer Behavior","Course Total","131","3.550","32.8","45.8","19.8","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"","310
001","60","2.942","16.7","8.3","43.3","20.0","8.3","1.7","1.7",".",".",".",".",".",".",".",".","."
"","310
002","57","3.158","8.8","36.8","38.6","8.8","7.0",".",".",".",".",".",".",".",".",".",".","."
"Marketing Research","Course Total","117","3.047","12.8","22.2","41.0","14.5","7.7","0.9","0.9",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
001","19","3.579","36.8","52.6","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Reading & Rsch-Marketing","399
038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","415
001","66","3.364","15.2","48.5","31.8","3.0","1.5",".",".",".",".",".",".",".",".",".",".","."
"","415
002","60","3.328","11.7","43.3","38.3","3.3",".",".",".","3.3",".",".",".",".",".",".",".","."
"Marketing Communications","Course Total","126","3.347","13.5","46.0","34.9","3.2","0.8",".",".","1.6",".",".",".",".",".",".",".","."
"Global Marketing","001
420","49","3.388","16.3","49.0","32.7",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"","425
001","53","3.528","26.4","60.4","11.3",".",".","1.9",".",".",".",".",".",".",".",".",".","."
"","425
002","55","3.573","29.1","56.4","14.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Channels","Course Total","108","3.551","27.8","58.3","13.0",".",".","0.9",".",".",".",".",".",".",".",".",".","."
"","460
001","34","3.574","26.5","61.8","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
460","45","3.500","28.9","42.2","28.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","460
003","43","3.384","14.0","48.8","37.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","460
004","49","3.857","75.5","20.4","4.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Strategy","Course Total","171","3.588","38.0","41.5","20.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sales Management","635
001","63","3.619","38.1","49.2","11.1","1.6",".",".",".",".",".",".",".",".",".",".",".","."
"Logistics Strategies","646
001","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
001","32","3.531","34.4","37.5","28.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
700","42","3.881","76.2","23.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Management","Course Total","74","3.730","58.1","29.7","12.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consumer Behavior","001
705","27","3.704","51.9","37.0","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Research","710
001","20","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Communications","715
003","42","3.679","38.1","59.5","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Global Marketing","720
001","36","3.583","36.1","44.4","19.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Supply Chain Managemnt","726
001","20","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Product & Price Management","730
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Logistics Strategy","746
001","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Strategy","760
001","36","3.681","41.7","52.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
001","22","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
003","14","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","51","3.745","56.9","35.3","7.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
052","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 61 of 385"
