"PROFESSIONAL ORIENTATION","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"812
PRO OR","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Career Orientation","200
001","","37","3.932","91.9","2.7","5.4",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"PRO OR
812","Dept. Total","","37","3.932","91.9","2.7","5.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"812
PRO OR","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","18","3.944","94.4",".","5.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","17","3.912","88.2","5.9","5.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","37","3.932","91.9","2.7","5.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","37","3.932","91.9","2.7","5.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
