"Independent Study","299
004","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Special Topics","501
001","","14","3.786","57.1","42.9","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Research Methods","793
001","","8","3.813","87.5",".","",".","12.5","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"INTER-HE
498","Dept. Total","","23","3.801","69.6","26.1","",".","4.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","14","3.780","57.1","42.9","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","15","3.795","60.0","40.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","7","3.786","85.7",".","",".","14.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","23","3.801","69.6","26.1","",".","4.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
