"","990
047","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
048","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
052","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","","14","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"OBS&GYN
436","Dept. Total","","84","3.622","36.9","53.6","7.1","2.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","14","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","65","3.539","21.5","66.2","9.2","3.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","3.688","33.3","66.7",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","68","3.545","22.1","66.2","8.8","2.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","84","3.622","36.9","53.6","7.1","2.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
