"L&S","","","","","","","","","","","","","","","","","","","","",""
"","LIBRARY & INFORMATION STUD Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Organization of Information","551","001","","39","3.692","38.5","61.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Information Use and Users","561","001","","29","3.661","37.9","51.7","6.9",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"Hist-American Librarianship","569","001","","22","3.725","40.9","50.0",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"History of Books&Printing","570","001","","15","3.714","46.7","40.0","6.7",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Information Sources","571","001","","39","3.882","74.4","23.1",".",".",".",".",".",".",".",".",".",".",".",".","2.6","."
"Health Information Systems","617","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","620","001","","10","3.948","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620","002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fld Proj-Lib&Info Agencies","","Course Total","","16","3.968","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Childrens Literature","622","001","","31","3.750","64.5","22.6","6.5",".","3.2",".",".","3.2",".",".",".",".",".",".",".","."
"Young Adult Literature","631","001","","22","3.886","81.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intellectual Freedom&Libr","645","001","","24","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cataloging & Classification","651","001","","35","3.800","68.6","25.7","2.9","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Government Info Sources","653","001","","20","3.684","40.0","50.0","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Info Services Management","654","001","","34","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Indexing","817","001","","23","3.932","91.3",".",".","4.3",".",".",".",".",".",".",".",".","4.3",".",".","."
"Reference & Info Service","825","001","","18","3.853","72.2","16.7","5.6",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"On-Line Reference&Info Serv","828","001","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Info Agency Managemt","855","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","875","001","","19","3.861","68.4","26.3",".",".",".",".",".",".",".",".",".",".",".",".","5.3","."
"","875","002","","24","4.000","95.8",".",".",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"Topics-Info Procsng&Retrvl","","Course Total","","43","3.939","83.7","11.6",".",".",".",".",".","2.3",".",".",".",".",".",".","2.3","."
"Archives: Manuscripts Adm","977","001","","15","3.633","40.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","13","",".",".",".",".",".",".",".","92.3",".",".",".",".",".",".",".","7.7"
"","999","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading & Rsch","","Course Total","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
