"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Topics-Intl Rel&Environment","611
001","","6","3.750","66.7","16.7","16.7",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Business in Emerging Markets","615
001","","14","3.607","35.7","50.0","14.3",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"INTL ST
504","Dept. Total","","20","3.650","45.0","40.0","15.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","3.500","50.0",".","50.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","15","3.667","46.7","40.0","13.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","19","3.658","47.4","36.8","15.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","20","3.650","45.0","40.0","15.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
