"INFORMATION SYSTEMS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","",""
"","365
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","365
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
001","","26","3.404","15.4","53.8","26.9","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","","25","3.580","44.0","44.0","8.0",".",".","4.0",".",".",".",".",".",".",".",".",".","."
"Tech:Computer-Based Bus Sys","Course Total","","51","3.490","29.4","49.0","17.6","2.0",".","2.0",".",".",".",".",".",".",".",".",".","."
"Computer-Based Data Mgt","422
001","","35","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","35","3.514","37.1","31.4","28.6","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","700
001","","43","3.821","65.1","30.2","2.3",".",".",".",".",".",".",".",".",".",".",".","2.3","."
"","700
004","","42","3.548","28.6","52.4","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Info Technol for Management","Course Total","","85","3.685","47.1","41.2","10.6",".",".",".",".",".",".",".",".",".",".",".","1.2","."
"Anal&Dsgn:Comptr-Based Sys","001
724","","18","3.444","33.3","33.3","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","765
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Information Systems","001
872","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"INFO SYS
234","Dept. Total","","252","3.636","46.8","38.1","12.7","1.6",".","0.4",".",".",".",".",".",".",".",".","0.4","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","",""
"Junior","","","9","3.389","44.4","33.3","11.1",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"Senior","","","101","3.607","42.6","39.6","15.8","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","110","3.589","42.7","39.1","15.5","1.8",".","0.9",".",".",".",".",".",".",".",".",".","."
"Special","","","3","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","","139","3.681","49.6","38.1","10.1","1.4",".",".",".",".",".",".",".",".",".",".","0.7","."
"","Dept. Total","","252","3.636","46.8","38.1","12.7","1.6",".","0.4",".",".",".",".",".",".",".",".","0.4","."
