"","990
035","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
037","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
038","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","49","",".",".",".",".",".",".",".","71.4",".",".",".","28.6","",".",".",".","."
"HORT
476","Dept. Total","285","3.127","35.1","13.3","14.7","5.3","8.1","2.5","2.1","14.0",".",".",".","4.9","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","1.875",".","25.0","25.0",".",".","25.0","25.0",".",".",".",".",".","",".",".",".","."
"Sophomore","","32","2.961","40.6","3.1","15.6","12.5","21.9","6.3",".",".",".",".",".",".","",".",".",".","."
"Junior","","42","2.782","23.8","16.7","16.7","14.3","14.3","4.8","7.1","2.4",".",".",".",".","",".",".",".","."
"Senior","","96","3.209","50.0","15.6","14.6","4.2","10.4","2.1","2.1","1.0",".",".",".",".","",".",".",".","."
"Undergraduates","","174","2.999","40.8","13.8","15.5","8.0","13.2","4.0","3.4","1.1",".",".",".",".","",".",".",".","."
"Graduate","","111","3.479","26.1","12.6","13.5","0.9",".",".",".","34.2",".",".",".","12.6","",".",".",".","."
"","Dept. Total","285","3.127","35.1","13.3","14.7","5.3","8.1","2.5","2.1","14.0",".",".",".","4.9","",".",".",".","."
