"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"690
Thesis Colloquium","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"691
Senior Thesis","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"698","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","7","3.071","14.3","42.9","14.3",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","36","3.621","52.8","22.2","16.7",".","5.6",".",".",".",".",".",".",".","2.8",".",".","."
"703
History and Theory","001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
Prosem-S E Asian History","001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"804
Interdis W Europ Studies Sm","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"829
Resrch Smr-Latin Amer Hist","001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"851
Smr-Ottoman & Mid E Hist","001","","13","4.000","61.5",".",".",".",".",".",".","38.5",".",".",".",".",".",".",".","."
"857
Smr-Hist of India (S Asia)","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"858
Smr-Prob of Islamic History","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"861
Seminar-History of Africa","001","","11","3.694","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"891","001","","10","3.813","50.0","30.0",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"891","002","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prosem-Mod European History","Course Total","","20","3.806","55.0","35.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"901","001","","9","3.643","22.2","55.6",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"901","004","","9","3.500","77.8",".",".",".",".",".","11.1",".",".",".",".",".","11.1",".",".","."
"Studies in American History","Course Total","","18","3.567","50.0","27.8",".",".",".",".","5.6",".",".",".",".",".","16.7",".",".","."
"906
Prosem-History of Education","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 226 of 385",""
